message_id,channel_name,image_path,category,detected_objects,num_detections,max_confidence,detections_json
85,CheMed123,data\raw\images\CheMed123\85.jpg,other,,0,0.0,[]
86,CheMed123,data\raw\images\CheMed123\86.jpg,lifestyle,"person, refrigerator",2,0.9013,"[{'class': 'person', 'confidence': 0.9013166427612305, 'bbox': [0.09990692138671875, 235.470703125, 643.8074340820312, 1063.6739501953125]}, {'class': 'refrigerator', 'confidence': 0.3570435643196106, 'bbox': [260.7323303222656, 123.13538360595703, 1076.384521484375, 1061.14501953125]}]"
87,CheMed123,data\raw\images\CheMed123\87.jpg,other,parking meter,1,0.2786,"[{'class': 'parking meter', 'confidence': 0.2785610556602478, 'bbox': [644.1796264648438, 315.83740234375, 994.8895874023438, 996.8314819335938]}]"
88,CheMed123,data\raw\images\CheMed123\88.jpg,other,,0,0.0,[]
89,CheMed123,data\raw\images\CheMed123\89.jpg,other,,0,0.0,[]
9,CheMed123,data\raw\images\CheMed123\9.jpg,product_display,bottle,1,0.3872,"[{'class': 'bottle', 'confidence': 0.38718315958976746, 'bbox': [384.7618713378906, 355.11126708984375, 547.1652221679688, 647.0660400390625]}]"
90,CheMed123,data\raw\images\CheMed123\90.jpg,other,book,1,0.3078,"[{'class': 'book', 'confidence': 0.30780065059661865, 'bbox': [54.07358932495117, 391.27947998046875, 644.1131591796875, 927.4033813476562]}]"
91,CheMed123,data\raw\images\CheMed123\91.jpg,other,,0,0.0,[]
92,CheMed123,data\raw\images\CheMed123\92.jpg,other,,0,0.0,[]
93,CheMed123,data\raw\images\CheMed123\93.jpg,lifestyle,person,1,0.9077,"[{'class': 'person', 'confidence': 0.9076734185218811, 'bbox': [7.752725601196289, 267.64862060546875, 608.3387451171875, 1078.6270751953125]}]"
94,CheMed123,data\raw\images\CheMed123\94.jpg,promotional,"cup, person, cup",3,0.7409,"[{'class': 'cup', 'confidence': 0.7408690452575684, 'bbox': [862.4884033203125, 554.152587890625, 1009.9879150390625, 828.8713989257812]}, {'class': 'person', 'confidence': 0.475845068693161, 'bbox': [0.057549476623535156, 626.4241943359375, 392.9208984375, 866.924072265625]}, {'class': 'cup', 'confidence': 0.3855975270271301, 'bbox': [705.7948608398438, 550.2381591796875, 854.4796142578125, 827.2327270507812]}]"
95,CheMed123,data\raw\images\CheMed123\95.jpg,lifestyle,"person, person",2,0.8684,"[{'class': 'person', 'confidence': 0.8684405088424683, 'bbox': [8.442237854003906, 258.6382141113281, 704.3472290039062, 1077.8212890625]}, {'class': 'person', 'confidence': 0.49181684851646423, 'bbox': [5.016563415527344, 76.62479400634766, 1064.9385986328125, 1077.4718017578125]}]"
96,CheMed123,data\raw\images\CheMed123\96.jpg,product_display,cup,1,0.326,"[{'class': 'cup', 'confidence': 0.3260037302970886, 'bbox': [495.1727294921875, 654.26953125, 593.0411376953125, 753.1270751953125]}]"
97,CheMed123,data\raw\images\CheMed123\97.jpg,other,,0,0.0,[]
22806,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22806.jpg,product_display,"cup, book",2,0.2695,"[{'class': 'cup', 'confidence': 0.269523561000824, 'bbox': [208.32386779785156, 199.06948852539062, 680.6341552734375, 963.3946533203125]}, {'class': 'book', 'confidence': 0.2602480947971344, 'bbox': [194.9959716796875, 18.444625854492188, 246.24313354492188, 121.50985717773438]}]"
22807,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22807.jpg,product_display,"bottle, bottle, bottle, bottle, bottle, bottle, bottle",7,0.9407,"[{'class': 'bottle', 'confidence': 0.9407469630241394, 'bbox': [289.82391357421875, 16.498291015625, 657.1548461914062, 1177.542236328125]}, {'class': 'bottle', 'confidence': 0.3719644844532013, 'bbox': [162.3916473388672, 247.93397521972656, 213.5069122314453, 366.0498046875]}, {'class': 'bottle', 'confidence': 0.3689000904560089, 'bbox': [44.694786071777344, 93.13899993896484, 91.13805389404297, 203.36990356445312]}, {'class': 'bottle', 'confidence': 0.33920976519584656, 'bbox': [125.40282440185547, 265.43182373046875, 164.20404052734375, 356.51519775390625]}, {'class': 'bottle', 'confidence': 0.32056450843811035, 'bbox': [7.136287689208984, 100.61170959472656, 43.44850540161133, 201.0812530517578]}, {'class': 'bottle', 'confidence': 0.29432806372642517, 'bbox': [280.1944885253906, 243.78387451171875, 331.9880676269531, 364.94061279296875]}, {'class': 'bottle', 'confidence': 0.2571009695529938, 'bbox': [243.58047485351562, 246.50454711914062, 285.8399353027344, 363.0044860839844]}]"
22808,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22808.jpg,other,,0,0.0,[]
22809,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22809.jpg,other,,0,0.0,[]
22810,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22810.jpg,other,,0,0.0,[]
22811,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22811.jpg,other,,0,0.0,[]
22812,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22812.jpg,other,,0,0.0,[]
22813,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22813.jpg,other,,0,0.0,[]
22814,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22814.jpg,product_display,bottle,1,0.2803,"[{'class': 'bottle', 'confidence': 0.28025051951408386, 'bbox': [323.6605224609375, 21.8489990234375, 952.27978515625, 1239.8267822265625]}]"
22815,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22815.jpg,product_display,bottle,1,0.5792,"[{'class': 'bottle', 'confidence': 0.579177737236023, 'bbox': [158.8508758544922, 6.463339805603027, 516.1170043945312, 668.5074462890625]}]"
22816,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22816.jpg,product_display,bottle,1,0.4222,"[{'class': 'bottle', 'confidence': 0.42221423983573914, 'bbox': [361.4585266113281, 10.79443359375, 916.699462890625, 1258.417236328125]}]"
22817,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22817.jpg,product_display,"bottle, bottle",2,0.9408,"[{'class': 'bottle', 'confidence': 0.9407609105110168, 'bbox': [214.63458251953125, 175.2706298828125, 604.78857421875, 1125.698974609375]}, {'class': 'bottle', 'confidence': 0.40567681193351746, 'bbox': [161.14404296875, 11.878402709960938, 234.10586547851562, 176.33990478515625]}]"
22818,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22818.jpg,product_display,"bottle, bottle",2,0.9544,"[{'class': 'bottle', 'confidence': 0.9543538093566895, 'bbox': [268.284912109375, 92.2587890625, 682.0020141601562, 1125.936279296875]}, {'class': 'bottle', 'confidence': 0.347308486700058, 'bbox': [157.9413604736328, 4.7064361572265625, 230.93101501464844, 163.90965270996094]}]"
22819,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22819.jpg,product_display,bottle,1,0.8417,"[{'class': 'bottle', 'confidence': 0.8416873812675476, 'bbox': [243.3819580078125, 75.2259521484375, 645.6837158203125, 1116.7777099609375]}]"
22820,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22820.jpg,product_display,"bottle, bottle, bottle, bottle, bottle",5,0.7357,"[{'class': 'bottle', 'confidence': 0.735706627368927, 'bbox': [193.45654296875, 185.31884765625, 534.9813232421875, 1251.53955078125]}, {'class': 'bottle', 'confidence': 0.43583735823631287, 'bbox': [310.1332092285156, 7.78521728515625, 385.5140075683594, 175.21914672851562]}, {'class': 'bottle', 'confidence': 0.42845964431762695, 'bbox': [442.58795166015625, 0.308013916015625, 539.8163452148438, 199.891357421875]}, {'class': 'bottle', 'confidence': 0.41527533531188965, 'bbox': [596.6041259765625, 0.0762176513671875, 684.3245849609375, 187.2965850830078]}, {'class': 'bottle', 'confidence': 0.3795345723628998, 'bbox': [381.11236572265625, 2.1722259521484375, 449.53759765625, 174.5565643310547]}]"
22821,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22821.jpg,product_display,bottle,1,0.907,"[{'class': 'bottle', 'confidence': 0.9070143103599548, 'bbox': [231.3582763671875, 79.75537109375, 633.2291259765625, 1255.138916015625]}]"
22822,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22822.jpg,other,,0,0.0,[]
22823,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22823.jpg,other,,0,0.0,[]
22824,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22824.jpg,product_display,bottle,1,0.9319,"[{'class': 'bottle', 'confidence': 0.9318895936012268, 'bbox': [205.0701904296875, 108.801513671875, 739.838134765625, 1234.82666015625]}]"
22825,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22825.jpg,other,,0,0.0,[]
22826,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22826.jpg,product_display,bottle,1,0.5708,"[{'class': 'bottle', 'confidence': 0.5707799792289734, 'bbox': [97.64439392089844, 54.83056640625, 606.3385009765625, 1275.34228515625]}]"
22827,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22827.jpg,product_display,bottle,1,0.5017,"[{'class': 'bottle', 'confidence': 0.5016950964927673, 'bbox': [384.76934814453125, 48.1182861328125, 893.2186889648438, 1247.929443359375]}]"
22828,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22828.jpg,product_display,bottle,1,0.4746,"[{'class': 'bottle', 'confidence': 0.47455230355262756, 'bbox': [147.38685607910156, 21.769010543823242, 404.4280700683594, 534.9935302734375]}]"
22829,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22829.jpg,other,,0,0.0,[]
22830,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22830.jpg,other,,0,0.0,[]
22831,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22831.jpg,product_display,bottle,1,0.2756,"[{'class': 'bottle', 'confidence': 0.2755943238735199, 'bbox': [18.09198760986328, 5.77789306640625, 258.3084716796875, 315.17449951171875]}]"
22832,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22832.jpg,other,,0,0.0,[]
22833,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22833.jpg,other,,0,0.0,[]
22834,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22834.jpg,product_display,bottle,1,0.5191,"[{'class': 'bottle', 'confidence': 0.5191170573234558, 'bbox': [127.6429443359375, 120.634033203125, 743.7197265625, 1100.8055419921875]}]"
22835,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22835.jpg,other,,0,0.0,[]
22836,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22836.jpg,product_display,cell phone,1,0.3196,"[{'class': 'cell phone', 'confidence': 0.31957945227622986, 'bbox': [97.504150390625, 147.2821044921875, 798.3116455078125, 1245.9461669921875]}]"
22837,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22837.jpg,other,,0,0.0,[]
22838,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22838.jpg,other,,0,0.0,[]
22839,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22839.jpg,product_display,"bottle, dining table",2,0.9045,"[{'class': 'bottle', 'confidence': 0.9044639468193054, 'bbox': [295.685791015625, 15.914794921875, 682.66748046875, 1057.99609375]}, {'class': 'dining table', 'confidence': 0.3380439281463623, 'bbox': [0.0, 723.7646484375, 959.79150390625, 1279.274658203125]}]"
22840,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22840.jpg,promotional,"person, person, bottle",3,0.79,"[{'class': 'person', 'confidence': 0.790038526058197, 'bbox': [184.86105346679688, 221.7742156982422, 317.3966369628906, 416.5095520019531]}, {'class': 'person', 'confidence': 0.3781145513057709, 'bbox': [370.0992736816406, 347.32379150390625, 432.4412536621094, 460.67449951171875]}, {'class': 'bottle', 'confidence': 0.3565230667591095, 'bbox': [361.584228515625, 110.78318786621094, 539.0, 517.6028442382812]}]"
22841,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22841.jpg,other,,0,0.0,[]
22842,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22842.jpg,product_display,bottle,1,0.7326,"[{'class': 'bottle', 'confidence': 0.7326334714889526, 'bbox': [266.1416931152344, 95.51467895507812, 426.8794250488281, 534.071533203125]}]"
22843,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22843.jpg,product_display,"bottle, book",2,0.3064,"[{'class': 'bottle', 'confidence': 0.3064361810684204, 'bbox': [99.2536392211914, 171.90945434570312, 267.77880859375, 609.9237670898438]}, {'class': 'book', 'confidence': 0.2673898935317993, 'bbox': [290.2837219238281, 12.791827201843262, 531.7767333984375, 623.268310546875]}]"
22844,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22844.jpg,promotional,"person, person, bottle",3,0.79,"[{'class': 'person', 'confidence': 0.790038526058197, 'bbox': [184.86105346679688, 221.7742156982422, 317.3966369628906, 416.5095520019531]}, {'class': 'person', 'confidence': 0.3781145513057709, 'bbox': [370.0992736816406, 347.32379150390625, 432.4412536621094, 460.67449951171875]}, {'class': 'bottle', 'confidence': 0.3565230667591095, 'bbox': [361.584228515625, 110.78318786621094, 539.0, 517.6028442382812]}]"
22845,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22845.jpg,other,,0,0.0,[]
22846,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22846.jpg,lifestyle,"person, book",2,0.4573,"[{'class': 'person', 'confidence': 0.45732709765434265, 'bbox': [465.8716125488281, 368.7061767578125, 596.583984375, 578.1016235351562]}, {'class': 'book', 'confidence': 0.31845080852508545, 'bbox': [195.7894744873047, 710.8551025390625, 598.436279296875, 799.7451782226562]}]"
22847,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22847.jpg,product_display,bottle,1,0.8007,"[{'class': 'bottle', 'confidence': 0.8006815314292908, 'bbox': [270.51751708984375, 106.64511108398438, 417.2012939453125, 515.5501708984375]}]"
22848,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22848.jpg,lifestyle,"person, person",2,0.5968,"[{'class': 'person', 'confidence': 0.5967605113983154, 'bbox': [717.903076171875, 476.201171875, 1092.517822265625, 1034.3165283203125]}, {'class': 'person', 'confidence': 0.3250136375427246, 'bbox': [680.311767578125, 481.537109375, 1095.8270263671875, 1223.3382568359375]}]"
22849,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22849.jpg,other,,0,0.0,[]
22850,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22850.jpg,other,,0,0.0,[]
22851,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22851.jpg,product_display,"bottle, bottle",2,0.588,"[{'class': 'bottle', 'confidence': 0.5879682898521423, 'bbox': [218.26547241210938, 32.60448455810547, 486.8515319824219, 641.9085693359375]}, {'class': 'bottle', 'confidence': 0.31943485140800476, 'bbox': [217.4522705078125, 206.17160034179688, 486.51116943359375, 655.9906005859375]}]"
22852,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22852.jpg,other,,0,0.0,[]
22853,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22853.jpg,other,,0,0.0,[]
22854,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22854.jpg,other,,0,0.0,[]
22855,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22855.jpg,other,,0,0.0,[]
22856,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22856.jpg,other,,0,0.0,[]
22857,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22857.jpg,product_display,bottle,1,0.5017,"[{'class': 'bottle', 'confidence': 0.5016950964927673, 'bbox': [384.76934814453125, 48.1182861328125, 893.2186889648438, 1247.929443359375]}]"
22858,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22858.jpg,other,,0,0.0,[]
22859,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22859.jpg,product_display,bottle,1,0.5792,"[{'class': 'bottle', 'confidence': 0.579177737236023, 'bbox': [158.8508758544922, 6.463339805603027, 516.1170043945312, 668.5074462890625]}]"
22860,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22860.jpg,product_display,bottle,1,0.3848,"[{'class': 'bottle', 'confidence': 0.3847781717777252, 'bbox': [124.63370513916016, 62.590885162353516, 373.5701599121094, 498.9600830078125]}]"
22861,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22861.jpg,lifestyle,"person, person",2,0.5968,"[{'class': 'person', 'confidence': 0.5967605113983154, 'bbox': [717.903076171875, 476.201171875, 1092.517822265625, 1034.3165283203125]}, {'class': 'person', 'confidence': 0.3250136375427246, 'bbox': [680.311767578125, 481.537109375, 1095.8270263671875, 1223.3382568359375]}]"
22862,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22862.jpg,product_display,bottle,1,0.9319,"[{'class': 'bottle', 'confidence': 0.9318895936012268, 'bbox': [205.0701904296875, 108.801513671875, 739.838134765625, 1234.82666015625]}]"
22863,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22863.jpg,product_display,"bottle, dining table",2,0.9045,"[{'class': 'bottle', 'confidence': 0.9044639468193054, 'bbox': [295.685791015625, 15.914794921875, 682.66748046875, 1057.99609375]}, {'class': 'dining table', 'confidence': 0.3380439281463623, 'bbox': [0.0, 723.7646484375, 959.79150390625, 1279.274658203125]}]"
22864,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22864.jpg,other,dining table,1,0.2931,"[{'class': 'dining table', 'confidence': 0.2931026518344879, 'bbox': [0.0, 808.1009521484375, 958.4478759765625, 1279.3157958984375]}]"
22865,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22865.jpg,product_display,bottle,1,0.7241,"[{'class': 'bottle', 'confidence': 0.7241195440292358, 'bbox': [227.2274169921875, 0.0, 680.6746215820312, 1115.6658935546875]}]"
22866,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22866.jpg,other,,0,0.0,[]
22867,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22867.jpg,other,book,1,0.2754,"[{'class': 'book', 'confidence': 0.27538084983825684, 'bbox': [204.39111328125, 73.287109375, 930.000244140625, 1277.3736572265625]}]"
22868,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22868.jpg,product_display,bottle,1,0.2803,"[{'class': 'bottle', 'confidence': 0.28025051951408386, 'bbox': [323.6605224609375, 21.8489990234375, 952.27978515625, 1239.8267822265625]}]"
22869,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22869.jpg,other,,0,0.0,[]
22870,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22870.jpg,product_display,bottle,1,0.5708,"[{'class': 'bottle', 'confidence': 0.5707799792289734, 'bbox': [97.64439392089844, 54.83056640625, 606.3385009765625, 1275.34228515625]}]"
22871,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22871.jpg,product_display,"book, bottle",2,0.3502,"[{'class': 'book', 'confidence': 0.35020017623901367, 'bbox': [159.8045654296875, 135.2965087890625, 1187.0430908203125, 1139.572509765625]}, {'class': 'bottle', 'confidence': 0.26285791397094727, 'bbox': [1163.0643310546875, 533.8660888671875, 1237.8509521484375, 749.7445068359375]}]"
22872,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22872.jpg,product_display,"bottle, bottle",2,0.9157,"[{'class': 'bottle', 'confidence': 0.9156717658042908, 'bbox': [484.8349609375, 41.82861328125, 885.3553466796875, 1160.232421875]}, {'class': 'bottle', 'confidence': 0.8188876509666443, 'bbox': [106.34915161132812, 34.5927734375, 497.4236145019531, 1166.88427734375]}]"
22873,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22873.jpg,product_display,bottle,1,0.869,"[{'class': 'bottle', 'confidence': 0.8690326809883118, 'bbox': [220.664306640625, 95.57861328125, 719.3087158203125, 1213.134521484375]}]"
22874,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22874.jpg,product_display,cell phone,1,0.4635,"[{'class': 'cell phone', 'confidence': 0.46346771717071533, 'bbox': [152.5556640625, 274.4083251953125, 631.627685546875, 1260.315185546875]}]"
22875,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22875.jpg,other,,0,0.0,[]
22876,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22876.jpg,product_display,bottle,1,0.5708,"[{'class': 'bottle', 'confidence': 0.5707799792289734, 'bbox': [97.64439392089844, 54.83056640625, 606.3385009765625, 1275.34228515625]}]"
22877,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22877.jpg,other,,0,0.0,[]
22878,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22878.jpg,other,,0,0.0,[]
22879,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22879.jpg,lifestyle,"person, surfboard",2,0.6241,"[{'class': 'person', 'confidence': 0.6241411566734314, 'bbox': [283.8050842285156, 713.6126708984375, 778.5501708984375, 1221.8541259765625]}, {'class': 'surfboard', 'confidence': 0.3663436770439148, 'bbox': [124.2664794921875, 23.746826171875, 1189.0, 1277.0135498046875]}]"
22880,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22880.jpg,other,,0,0.0,[]
22881,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22881.jpg,other,,0,0.0,[]
22882,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22882.jpg,product_display,bottle,1,0.8308,"[{'class': 'bottle', 'confidence': 0.8308453559875488, 'bbox': [202.870361328125, 99.286865234375, 785.1199951171875, 1248.429443359375]}]"
22883,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22883.jpg,other,,0,0.0,[]
22884,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22884.jpg,other,teddy bear,1,0.3179,"[{'class': 'teddy bear', 'confidence': 0.3179363012313843, 'bbox': [390.439697265625, 845.44384765625, 524.0938720703125, 1064.57861328125]}]"
22885,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22885.jpg,other,,0,0.0,[]
22886,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22886.jpg,other,,0,0.0,[]
22887,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22887.jpg,other,,0,0.0,[]
22888,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22888.jpg,other,,0,0.0,[]
22889,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22889.jpg,product_display,bottle,1,0.87,"[{'class': 'bottle', 'confidence': 0.8699764609336853, 'bbox': [363.4573974609375, 51.875732421875, 923.63525390625, 1278.2080078125]}]"
22890,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22890.jpg,product_display,"bottle, dining table",2,0.4841,"[{'class': 'bottle', 'confidence': 0.4841199517250061, 'bbox': [172.86175537109375, 85.170166015625, 654.9950561523438, 1171.6636962890625]}, {'class': 'dining table', 'confidence': 0.29485946893692017, 'bbox': [0.0, 950.0220336914062, 849.5653686523438, 1278.919921875]}]"
22891,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22891.jpg,product_display,"bottle, bottle",2,0.588,"[{'class': 'bottle', 'confidence': 0.5879682898521423, 'bbox': [218.26547241210938, 32.60448455810547, 486.8515319824219, 641.9085693359375]}, {'class': 'bottle', 'confidence': 0.31943485140800476, 'bbox': [217.4522705078125, 206.17160034179688, 486.51116943359375, 655.9906005859375]}]"
22892,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22892.jpg,other,parking meter,1,0.2555,"[{'class': 'parking meter', 'confidence': 0.2554706931114197, 'bbox': [87.98717498779297, 11.097335815429688, 457.6512145996094, 786.57080078125]}]"
22893,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22893.jpg,lifestyle,"person, surfboard",2,0.6241,"[{'class': 'person', 'confidence': 0.6241411566734314, 'bbox': [283.8050842285156, 713.6126708984375, 778.5501708984375, 1221.8541259765625]}, {'class': 'surfboard', 'confidence': 0.3663436770439148, 'bbox': [124.2664794921875, 23.746826171875, 1189.0, 1277.0135498046875]}]"
22894,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22894.jpg,lifestyle,"person, stop sign",2,0.6789,"[{'class': 'person', 'confidence': 0.6789199113845825, 'bbox': [433.2819519042969, 94.08354949951172, 602.556396484375, 356.2391662597656]}, {'class': 'stop sign', 'confidence': 0.27186882495880127, 'bbox': [119.37670135498047, 158.48263549804688, 498.2906188964844, 518.3597412109375]}]"
22895,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\22895.jpg,other,,0,0.0,[]
